순위,Taste ID,제품 ID,모델명,카테고리,점수,가격
851,378,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
852,378,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
853,378,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2040000
854,378,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
855,378,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.810,2631000
856,378,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.810,2474000
857,381,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.810,2282000
858,381,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.810,2000000
859,381,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.810,2000000
860,381,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.810,2500000
861,381,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
862,381,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
863,381,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2040000
864,381,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
865,381,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.810,2631000
866,381,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.810,2474000
867,383,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.810,2282000
868,383,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.810,2000000
869,383,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.810,2000000
870,383,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.810,2500000
871,383,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
872,383,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
873,383,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2040000
874,383,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.810,2140000
875,383,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.810,2631000
876,383,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.810,2474000
877,385,1279,LG 디오스 오브제컬렉션 와인셀러8병,KITCHEN,0.800,329000
878,385,1074,LG 일반냉장고 오브제컬렉션215L3등급,KITCHEN,0.800,500000
879,385,917,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,184000
880,385,916,LG 디오스 오브제컬렉션 전자레인지25L,KITCHEN,0.800,269000
881,385,914,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,180000
882,385,913,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,427000
883,385,912,LG 디오스 오브제컬렉션 전자레인지20L,KITCHEN,0.800,152000
884,385,911,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,399000
885,393,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
886,393,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
887,393,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
888,393,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
889,393,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
890,393,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
891,393,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
892,393,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
893,393,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
894,393,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
895,395,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
896,395,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
897,395,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
898,395,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
899,395,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
900,395,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
901,395,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
902,395,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
903,395,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
904,395,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
905,402,1279,LG 디오스 오브제컬렉션 와인셀러8병,KITCHEN,0.800,329000
906,402,1074,LG 일반냉장고 오브제컬렉션215L3등급,KITCHEN,0.800,500000
907,402,917,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,184000
908,402,916,LG 디오스 오브제컬렉션 전자레인지25L,KITCHEN,0.800,269000
909,402,914,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,180000
910,402,913,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,427000
911,402,912,LG 디오스 오브제컬렉션 전자레인지20L,KITCHEN,0.800,152000
912,402,911,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,399000
913,413,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
914,413,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
915,413,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
916,413,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
917,413,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
918,413,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
919,413,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
920,413,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
921,413,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
922,413,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
923,441,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
924,441,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
925,441,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
926,441,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
927,441,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
928,441,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
929,441,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
930,441,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
931,441,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
932,441,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
933,444,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
934,444,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
935,444,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
936,444,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
937,444,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
938,444,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
939,444,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
940,444,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
941,444,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
942,444,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
943,445,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
944,445,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
945,445,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
946,445,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
947,445,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
948,445,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
949,445,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
950,445,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
951,445,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
952,445,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
953,449,1279,LG 디오스 오브제컬렉션 와인셀러8병,KITCHEN,0.800,329000
954,449,1074,LG 일반냉장고 오브제컬렉션215L3등급,KITCHEN,0.800,500000
955,449,917,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,184000
956,449,916,LG 디오스 오브제컬렉션 전자레인지25L,KITCHEN,0.800,269000
957,449,914,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,180000
958,449,913,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,427000
959,449,912,LG 디오스 오브제컬렉션 전자레인지20L,KITCHEN,0.800,152000
960,449,911,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,399000
961,461,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
962,461,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
963,461,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
964,461,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
965,461,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
966,461,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
967,461,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
968,461,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
969,461,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
970,461,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
971,463,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
972,463,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
973,463,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
974,463,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
975,463,1270,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
976,463,1267,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
977,463,1259,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2040000
978,463,1258,LG 디오스 오브제컬렉션 식기세척기열풍+스팀,KITCHEN,0.800,2140000
979,463,1257,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 인덕션,KITCHEN,0.800,2631000
980,463,1256,LG 디오스 AI 오브제컬렉션 식기세척기 + LG 디오스 오브제컬렉션 인덕션,KITCHEN,0.800,2474000
981,467,1279,LG 디오스 오브제컬렉션 와인셀러8병,KITCHEN,0.800,329000
982,467,1074,LG 일반냉장고 오브제컬렉션215L3등급,KITCHEN,0.800,500000
983,467,917,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,184000
984,467,916,LG 디오스 오브제컬렉션 전자레인지25L,KITCHEN,0.800,269000
985,467,914,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,180000
986,467,913,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,427000
987,467,912,LG 디오스 오브제컬렉션 전자레인지20L,KITCHEN,0.800,152000
988,467,911,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,399000
989,468,1279,LG 디오스 오브제컬렉션 와인셀러8병,KITCHEN,0.800,329000
990,468,1074,LG 일반냉장고 오브제컬렉션215L3등급,KITCHEN,0.800,500000
991,468,917,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,184000
992,468,916,LG 디오스 오브제컬렉션 전자레인지25L,KITCHEN,0.800,269000
993,468,914,LG 디오스 오브제컬렉션 전자레인지23L,KITCHEN,0.800,180000
994,468,913,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,427000
995,468,912,LG 디오스 오브제컬렉션 전자레인지20L,KITCHEN,0.800,152000
996,468,911,LG 디오스 오브제컬렉션 광파오븐39L,KITCHEN,0.800,399000
997,480,1330,LG 퓨리케어 오브제컬렉션 얼음정수기,KITCHEN,0.800,2282000
998,480,1282,LG 디오스 오브제컬렉션 와인셀러77병,KITCHEN,0.800,2000000
999,480,1281,LG 디오스 오브제컬렉션 와인셀러121병,KITCHEN,0.800,2000000
1000,480,1280,LG 디오스 오브제컬렉션 와인셀러81병,KITCHEN,0.800,2500000
